FIPS,State,County,FFR11,FFR16,PCH_FFR_11_16,FFRPTH11,FFRPTH16,PCH_FFRPTH_11_16,FSR11,FSR16,PCH_FSR_11_16,FSRPTH11,FSRPTH16,PCH_FSRPTH_11_16,PC_FFRSALES07,PC_FFRSALES12,PC_FSRSALES07,PC_FSRSALES12
01061,AL,Geneva,11,10,-9.090909091,0.411061286,0.377130789,-8.254364432,9,19,111.1111111,0.33632287,0.716548499,113.0537537,649.511367,674.8027204,484.381507,512.2809873
01063,AL,Greene,0,2,,0,0.235626767,,0,2,,0,0.235626767,,649.511367,674.8027204,484.381507,512.2809873
01065,AL,Hale,4,10,150,0.26045058,0.673536741,158.6044319,5,4,-20,0.325563224,0.269414697,-17.2465818,649.511367,674.8027204,484.381507,512.2809873
01067,AL,Henry,10,13,30,0.575506446,0.76058975,32.16007489,9,8,-11.11111111,0.517955801,0.468055231,-9.634136828,649.511367,674.8027204,484.381507,512.2809873
01069,AL,Houston,91,116,27.47252747,0.888082133,1.113532297,25.38618399,78,73,-6.41025641,0.761213257,0.700757394,-7.942040201,649.511367,674.8027204,484.381507,512.2809873
01071,AL,Jackson,30,32,6.666666667,0.563782605,0.61480528,9.050061801,29,26,-10.34482759,0.544989852,0.49952929,-8.341542883,649.511367,674.8027204,484.381507,512.2809873
01073,AL,Jefferson,605,709,17.19008265,0.919747822,1.074654375,16.84228541,386,392,1.554404145,0.586814313,0.594167158,1.253010545,649.511367,674.8027204,484.381507,512.2809873
01075,AL,Lamar,5,6,20,0.349968503,0.430138361,22.90773532,12,7,-41.66666667,0.839924407,0.501828088,-40.25318422,649.511367,674.8027204,484.381507,512.2809873
01077,AL,Lauderdale,68,71,4.411764706,0.734317463,0.769072455,4.732965555,69,69,0,0.745116249,0.747408442,0.307628982,649.511367,674.8027204,484.381507,512.2809873
01079,AL,Lawrence,18,15,-16.66666667,0.528680941,0.451372171,-14.62295378,18,15,-16.66666667,0.528680941,0.451372171,-14.62295378,649.511367,674.8027204,484.381507,512.2809873
01081,AL,Lee,107,145,35.51401869,0.742452313,0.9120472,22.84252928,99,102,3.03030303,0.68694186,0.64157803,-6.603736363,649.511367,674.8027204,484.381507,512.2809873
01083,AL,Limestone,40,52,30,0.467672162,0.55962118,19.66099871,37,44,18.91891892,0.43259675,0.473525613,9.46120464,649.511367,674.8027204,484.381507,512.2809873
01085,AL,Lowndes,1,1,0,0.08984726,0.097646714,8.680792891,2,2,0,0.179694519,0.195293428,8.680792891,649.511367,674.8027204,484.381507,512.2809873
01087,AL,Macon,11,9,-18.18181818,0.516820147,0.471895973,-8.692419158,2,3,50,0.093967299,0.157298658,67.39723154,649.511367,674.8027204,484.381507,512.2809873
01089,AL,Madison,300,333,11,0.88360298,0.934574193,5.76856519,238,223,-6.302521008,0.700991697,0.625855991,-10.71848725,649.511367,674.8027204,484.381507,512.2809873
01091,AL,Marengo,14,18,28.57142857,0.677998935,0.922840297,36.11235214,11,12,9.090909091,0.532713449,0.615226865,15.48926849,649.511367,674.8027204,484.381507,512.2809873
01093,AL,Marion,23,19,-17.39130435,0.75040783,0.634984292,-15.38144102,17,21,23.52941177,0.554649266,0.701824744,26.53487302,649.511367,674.8027204,484.381507,512.2809873
01095,AL,Marshall,70,80,14.28571429,0.745553307,0.841724272,12.89927416,66,62,-6.060606061,0.702950261,0.652336311,-7.200217828,649.511367,674.8027204,484.381507,512.2809873
01097,AL,Mobile,257,276,7.392996109,0.621926666,0.665297504,6.973625698,206,218,5.825242718,0.498509312,0.525488608,5.411994396,649.511367,674.8027204,484.381507,512.2809873
01099,AL,Monroe,10,10,0,0.438596491,0.463563879,5.692564435,10,9,-10,0.438596491,0.417207491,-4.876692008,649.511367,674.8027204,484.381507,512.2809873
01101,AL,Montgomery,175,218,24.57142857,0.763651914,0.961555426,25.91540833,134,145,8.208955224,0.58473918,0.639566683,9.376403064,649.511367,674.8027204,484.381507,512.2809873
01103,AL,Morgan,97,90,-7.216494845,0.808286183,0.757454616,-6.288808161,62,64,3.225806452,0.51663653,0.538634393,4.257899451,649.511367,674.8027204,484.381507,512.2809873
01105,AL,Perry,2,2,0,0.190985485,0.208986416,9.425287356,7,6,-14.28571429,0.668449198,0.626959248,-6.206896552,649.511367,674.8027204,484.381507,512.2809873
01107,AL,Pickens,6,7,16.66666667,0.310013434,0.344572976,11.14775617,10,5,-50,0.516689057,0.246123554,-52.36524735,649.511367,674.8027204,484.381507,512.2809873
01109,AL,Pike,27,34,25.92592593,0.819000819,1.0236339,24.98569923,18,23,27.77777778,0.546000546,0.692458227,26.82372422,649.511367,674.8027204,484.381507,512.2809873
01111,AL,Randolph,9,10,11.11111111,0.395778364,0.444483954,12.30627908,11,7,-36.36363636,0.483729112,0.311138768,-35.67913107,649.511367,674.8027204,484.381507,512.2809873
01113,AL,Russell,43,48,11.62790698,0.784199296,0.825068326,5.21156167,22,23,4.545454545,0.401218244,0.39534524,-1.463793095,649.511367,674.8027204,484.381507,512.2809873
01115,AL,St. Clair,46,55,19.56521739,0.546246927,0.628700761,15.09460828,43,42,-2.325581395,0.510622128,0.480098763,-5.977681522,649.511367,674.8027204,484.381507,512.2809873
01117,AL,Shelby,136,162,19.11764706,0.687267858,0.767506976,11.67508676,127,120,-5.511811024,0.641786896,0.568523686,-11.41550423,649.511367,674.8027204,484.381507,512.2809873
01119,AL,Sumter,7,8,14.28571429,0.518864428,0.618620476,19.22584066,5,6,20,0.370617449,0.463965357,25.18713269,649.511367,674.8027204,484.381507,512.2809873
01121,AL,Talladega,46,50,8.695652174,0.562402191,0.621998856,10.5968052,45,44,-2.222222222,0.550176056,0.547358993,-0.512029458,649.511367,674.8027204,484.381507,512.2809873
01123,AL,Tallapoosa,26,23,-11.53846154,0.628110354,0.56686548,-9.750655023,22,19,-13.63636364,0.531477992,0.468280179,-11.8909557,649.511367,674.8027204,484.381507,512.2809873
01125,AL,Tuscaloosa,157,171,8.917197452,0.79817386,0.828962294,3.857359448,111,122,9.90990991,0.564314003,0.591423391,4.803954632,649.511367,674.8027204,484.381507,512.2809873
01127,AL,Walker,49,45,-8.163265306,0.735989906,0.697015226,-5.29554552,36,39,8.333333333,0.540727278,0.604079862,11.71618056,649.511367,674.8027204,484.381507,512.2809873
01129,AL,Washington,3,2,-33.33333333,0.172860847,0.120148985,-30.49381233,7,5,-28.57142857,0.403341976,0.300372462,-25.52908464,649.511367,674.8027204,484.381507,512.2809873
01131,AL,Wilcox,5,3,-40,0.437062937,0.275862069,-36.88275862,5,2,-60,0.437062937,0.183908046,-57.92183908,649.511367,674.8027204,484.381507,512.2809873
01133,AL,Winston,12,11,-8.333333333,0.4927322,0.460501528,-6.541214887,23,17,-26.08695652,0.944403383,0.71168418,-24.64192821,649.511367,674.8027204,484.381507,512.2809873
02013,AK,Aleutians East,1,1,0,0.306560392,0.300842359,-1.865222623,0,1,,0,0.300842359,,582.7155098,511.4807882,688.0841941,724.8088817
02016,AK,Aleutians West,2,0,-100,0.357973868,0,-100,2,4,100,0.357973868,0.696015312,94.4318775,582.7155098,511.4807882,688.0841941,724.8088817
02020,AK,Anchorage,201,208,3.482587065,0.678387126,0.6994512,3.105022611,222,247,11.26126126,0.749263393,0.8305983,10.8553157,582.7155098,511.4807882,688.0841941,724.8088817
02050,AK,Bethel,7,6,-14.28571429,0.40192926,0.333704116,-16.97441602,6,6,0,0.344510795,0.333704116,-3.136818687,582.7155098,511.4807882,688.0841941,724.8088817
02060,AK,Bristol Bay,0,0,0,0,0,0,2,2,0,1.941747573,2.209944751,13.8121547,582.7155098,511.4807882,688.0841941,724.8088817
02068,AK,Denali,1,3,200,0.534759358,1.466992665,174.3276284,8,6,-25,4.278074866,2.93398533,-31.41809291,582.7155098,511.4807882,688.0841941,724.8088817
02070,AK,Dillingham,1,1,0,0.202101859,0.20096463,-0.562700965,3,2,-33.33333333,0.606305578,0.40192926,-33.70846731,582.7155098,511.4807882,688.0841941,724.8088817
02090,AK,Fairbanks North Star,43,44,2.325581395,0.438167441,0.43736705,-0.182667782,58,69,18.96551724,0.591016548,0.685871056,16.04938272,582.7155098,511.4807882,688.0841941,724.8088817
02100,AK,Haines,1,1,0,0.388500389,0.395100751,1.698933228,7,5,-28.57142857,2.71950272,1.975503753,-27.35790484,582.7155098,511.4807882,688.0841941,724.8088817
02105,AK,Hoonah-Angoon,0,2,,0,0,0,0,1,,0,0,0,582.7155098,511.4807882,688.0841941,724.8088817
02110,AK,Juneau,23,28,21.73913044,0.715129656,0.864064188,20.82622784,28,31,10.71428571,0.870592625,0.956642493,9.884056693,582.7155098,511.4807882,688.0841941,724.8088817
02122,AK,Kenai Peninsula,33,44,33.33333333,0.586104007,0.751584306,28.2339477,68,69,1.470588235,1.207729469,1.178620843,-2.410194216,582.7155098,511.4807882,688.0841941,724.8088817
02130,AK,Ketchikan Gateway,7,11,57.14285714,0.513046028,0.801340424,56.19269635,12,13,8.333333333,0.879507476,0.947038683,7.678298244,582.7155098,511.4807882,688.0841941,724.8088817
02150,AK,Kodiak Island,5,6,20,0.361794501,0.438628555,21.23693252,11,11,0,0.795947902,0.80415235,1.030777104,582.7155098,511.4807882,688.0841941,724.8088817
02164,AK,Lake and Peninsula,0,0,0,0,0,0,0,0,0,0,0,0,582.7155098,511.4807882,688.0841941,724.8088817
02170,AK,Matanuska-Susitna,37,36,-2.702702703,0.403397259,0.345744936,-14.29169919,46,54,17.39130435,0.501520917,0.518617404,3.408928153,582.7155098,511.4807882,688.0841941,724.8088817
02180,AK,Nome,3,1,-66.66666667,0.306905371,0.100857287,-67.13733401,5,10,100,0.511508951,1.008572869,97.17599597,582.7155098,511.4807882,688.0841941,724.8088817
02185,AK,North Slope,3,3,0,0.314169023,0.309757357,-1.404233351,6,4,-33.33333333,0.628338046,0.413009809,-34.2694889,582.7155098,511.4807882,688.0841941,724.8088817
02188,AK,Northwest Arctic,1,3,200,0.129785853,0.391542678,201.6836335,0,1,,0,0.130514226,,582.7155098,511.4807882,688.0841941,724.8088817
02195,AK,Petersburg,0,3,,0,0,0,0,1,,0,0,0,582.7155098,511.4807882,688.0841941,724.8088817
02198,AK,Prince of Wales-Hyder,0,3,,0,0,0,0,2,,0,0,0,582.7155098,511.4807882,688.0841941,724.8088817
02220,AK,Sitka,3,4,33.33333333,0.337533753,0.45620438,35.15815085,8,7,-12.5,0.900090009,0.798357664,-11.3024635,582.7155098,511.4807882,688.0841941,724.8088817
02230,AK,Skagway,0,2,,0,0,0,0,9,,0,0,0,582.7155098,511.4807882,688.0841941,724.8088817
02240,AK,Southeast Fairbanks,5,3,-40,0.699398517,0.438596491,-37.28947368,10,6,-40,1.398797035,0.877192982,-37.28947368,582.7155098,511.4807882,688.0841941,724.8088817
02261,AK,Valdez-Cordova,8,7,-12.5,0.821186615,0.749464668,-8.733940043,15,14,-6.666666667,1.539724902,1.498929336,-2.649536046,582.7155098,511.4807882,688.0841941,724.8088817
02270,AK,Wade Hampton,0,0,0,0,0,0,0,0,0,0,0,0,582.7155098,511.4807882,688.0841941,724.8088817
02275,AK,Wrangell,0,1,,0,0,0,0,1,,0,0,0,582.7155098,511.4807882,688.0841941,724.8088817
02282,AK,Yakutat,0,0,0,0,0,0,0,0,0,0,0,0,582.7155098,511.4807882,688.0841941,724.8088817
02290,AK,Yukon-Koyukuk,0,0,0,0,0,0,3,2,-33.33333333,0.532765051,0.36954915,-30.63562454,582.7155098,511.4807882,688.0841941,724.8088817
04001,AZ,Apache,16,12,-25,0.221671123,0.168130806,-24.15304107,14,17,21.42857143,0.193962233,0.238185308,22.79983827,760.5004608,577.7188093,758.6283717,623.5880149
04003,AZ,Cochise,69,58,-15.94202899,0.518984295,0.462685972,-10.84778938,91,85,-6.593406593,0.684457549,0.678074269,-0.932604151,760.5004608,577.7188093,758.6283717,623.5880149
04005,AZ,Coconino,123,128,4.06504065,0.916672256,0.913770087,-0.316598352,148,169,14.18918919,1.102987755,1.206462068,9.381274813,760.5004608,577.7188093,758.6283717,623.5880149
04007,AZ,Gila,33,32,-3.03030303,0.617723035,0.600409029,-2.802875368,50,53,6,0.935943993,0.994427454,6.248606863,760.5004608,577.7188093,758.6283717,623.5880149
04009,AZ,Graham,20,15,-25,0.53873505,0.397172134,-26.27690841,17,16,-5.882352941,0.457924793,0.423650277,-7.484747811,760.5004608,577.7188093,758.6283717,623.5880149
04011,AZ,Greenlee,1,3,200,0.116699732,0.311753092,167.1412242,6,7,16.66666667,0.70019839,0.72742388,3.888253836,760.5004608,577.7188093,758.6283717,623.5880149
04012,AZ,La Paz,16,16,0,0.777378292,0.779613117,0.287482337,26,29,11.53846154,1.263239724,1.413048775,11.85911491,760.5004608,577.7188093,758.6283717,623.5880149
04013,AZ,Maricopa,2651,3055,15.23953225,0.685079127,0.721645077,5.337478378,2256,2495,10.59397163,0.583002078,0.589363164,1.091091467,760.5004608,577.7188093,758.6283717,623.5880149
04015,AZ,Mohave,111,122,9.90990991,0.547518164,0.594006378,8.490716293,130,126,-3.076923077,0.64123749,0.613481997,-4.328426351,760.5004608,577.7188093,758.6283717,623.5880149
04017,AZ,Navajo,58,62,6.896551724,0.539444558,0.572367571,6.10313185,73,75,2.739726027,0.678956082,0.692380126,1.977159423,760.5004608,577.7188093,758.6283717,623.5880149
04019,AZ,Pima,611,666,9.001636661,0.618861396,0.657765435,6.28638956,611,635,3.927986907,0.618861396,0.627148725,1.339125181,760.5004608,577.7188093,758.6283717,623.5880149
04021,AZ,Pinal,136,132,-2.941176471,0.359573377,0.317984173,-11.56626335,105,116,10.47619048,0.277611798,0.279440637,0.658775566,760.5004608,577.7188093,758.6283717,623.5880149
04023,AZ,Santa Cruz,28,24,-14.28571429,0.588049984,0.520889853,-11.42082009,41,39,-4.87804878,0.861073191,0.846446012,-1.69871498,760.5004608,577.7188093,758.6283717,623.5880149
04025,AZ,Yavapai,133,139,4.511278195,0.630681468,0.619531741,-1.767885615,207,214,3.381642512,0.981586946,0.953811457,-2.829651423,760.5004608,577.7188093,758.6283717,623.5880149
04027,AZ,Yuma,101,121,19.8019802,0.498566006,0.588913819,18.12153502,77,81,5.194805195,0.380094876,0.394231565,3.719252767,760.5004608,577.7188093,758.6283717,623.5880149
05001,AR,Arkansas,16,9,-43.75,0.847951667,0.494098271,-41.73037332,12,13,8.333333333,0.63596375,0.713697502,12.22298472,576.2104436,622.6752882,444.9218224,472.1275274
05003,AR,Ashley,16,15,-6.25,0.738245744,0.73177871,-0.876000098,9,7,-22.22222222,0.415263231,0.341496731,-17.76379267,576.2104436,622.6752882,444.9218224,472.1275274
05005,AR,Baxter,29,31,6.896551724,0.701482789,0.753432981,7.405768497,38,33,-13.15789474,0.919184345,0.80204156,-12.74421014,576.2104436,622.6752882,444.9218224,472.1275274
05007,AR,Benton,147,163,10.88435374,0.642406709,0.630063702,-1.921369544,138,169,22.46376812,0.603075686,0.653256231,8.320770714,576.2104436,622.6752882,444.9218224,472.1275274
05009,AR,Boone,24,24,0,0.64754607,0.645317416,-0.344169288,22,29,31.81818182,0.593583898,0.779758544,31.36450412,576.2104436,622.6752882,444.9218224,472.1275274
05011,AR,Bradley,3,5,66.66666667,0.262582057,0.455414883,73.43716793,4,7,75,0.350109409,0.637580836,82.10902632,576.2104436,622.6752882,444.9218224,472.1275274
05013,AR,Calhoun,1,1,0,0.190730498,0.193723363,1.569159241,2,2,0,0.381460996,0.387446726,1.569159241,576.2104436,622.6752882,444.9218224,472.1275274
05015,AR,Carroll,15,15,0,0.546487904,0.540969417,-1.009809579,50,50,0,1.821626348,1.803231391,-1.009809579,576.2104436,622.6752882,444.9218224,472.1275274
05017,AR,Chicot,6,5,-16.66666667,0.513127512,0.458211144,-10.70228495,7,2,-71.42857143,0.598648764,0.183284457,-69.38364055,576.2104436,622.6752882,444.9218224,472.1275274
05019,AR,Clark,18,23,27.77777778,0.785408849,1.019955654,29.86302045,11,10,-9.090909091,0.479972074,0.44345898,-7.60733723,576.2104436,622.6752882,444.9218224,472.1275274
05021,AR,Clay,9,6,-33.33333333,0.56703629,0.398485754,-29.72482345,7,11,57.14285714,0.441028226,0.730557216,65.64863044,576.2104436,622.6752882,444.9218224,472.1275274
05023,AR,Cleburne,15,18,20,0.579374276,0.71544974,23.48662507,24,22,-8.333333333,0.926998841,0.874438571,-5.669939187,576.2104436,622.6752882,444.9218224,472.1275274
05025,AR,Cleveland,2,2,0,0.230627306,0.242130751,4.987893462,1,0,-100,0.115313653,0,-100,576.2104436,622.6752882,444.9218224,472.1275274
05027,AR,Columbia,15,21,40,0.60773033,0.875620231,44.08039028,10,7,-30,0.405153553,0.29187341,-27.95980486,576.2104436,622.6752882,444.9218224,472.1275274
05029,AR,Conway,7,10,42.85714286,0.331517878,0.478583393,44.36126209,12,10,-16.66666667,0.568316363,0.478583393,-15.78926378,576.2104436,622.6752882,444.9218224,472.1275274
05031,AR,Craighead,80,84,5,0.813752416,0.794093457,-2.415840274,75,77,2.666666667,0.76289289,0.727919002,-4.584377157,576.2104436,622.6752882,444.9218224,472.1275274
05033,AR,Crawford,30,26,-13.33333333,0.485444748,0.417610305,-13.97366914,38,34,-10.52631579,0.614896681,0.546105784,-11.18739121,576.2104436,622.6752882,444.9218224,472.1275274
05035,AR,Crittenden,33,30,-9.090909091,0.653413591,0.608272506,-6.908501069,19,22,15.78947368,0.376207825,0.446066504,18.56917232,576.2104436,622.6752882,444.9218224,472.1275274
05037,AR,Cross,9,11,22.22222222,0.505731625,0.645653578,27.66723406,11,8,-27.27272727,0.618116431,0.469566238,-24.03272023,576.2104436,622.6752882,444.9218224,472.1275274
05039,AR,Dallas,3,4,33.33333333,0.372809743,0.538358008,44.40556303,2,5,150,0.248539829,0.67294751,170.7604307,576.2104436,622.6752882,444.9218224,472.1275274
05041,AR,Desha,9,10,11.11111111,0.707158011,0.838926174,18.63348248,9,10,11.11111111,0.707158011,0.838926174,18.63348248,576.2104436,622.6752882,444.9218224,472.1275274
05043,AR,Drew,13,14,7.692307692,0.694259012,0.751556796,8.253084686,11,10,-9.090909091,0.587449933,0.536826283,-8.617525914,576.2104436,622.6752882,444.9218224,472.1275274
05045,AR,Faulkner,72,84,16.66666667,0.619498722,0.688056486,11.06665138,72,75,4.166666667,0.619498722,0.614336148,-0.833346985,576.2104436,622.6752882,444.9218224,472.1275274
05047,AR,Franklin,6,5,-16.66666667,0.333463013,0.282949465,-15.1481712,10,10,0,0.555771689,0.56589893,1.822194556,576.2104436,622.6752882,444.9218224,472.1275274
05049,AR,Fulton,4,4,0,0.326850793,0.332253509,1.652961209,7,4,-42.85714286,0.571988887,0.332253509,-41.9125936,576.2104436,622.6752882,444.9218224,472.1275274
05051,AR,Garland,78,84,7.692307692,0.8055022,0.8551272,6.16075295,101,120,18.81188119,1.043022079,1.221610286,17.12218855,576.2104436,622.6752882,444.9218224,472.1275274
05053,AR,Grant,5,5,0,0.27883114,0.276334697,-0.895324417,10,8,-20,0.55766228,0.442135515,-20.71625953,576.2104436,622.6752882,444.9218224,472.1275274
05055,AR,Greene,27,26,-3.703703704,0.631564174,0.58146036,-7.933289434,26,26,0,0.608172908,0.58146036,-4.392262104,576.2104436,622.6752882,444.9218224,472.1275274
05057,AR,Hempstead,10,14,40,0.444642063,0.635612458,42.94924181,13,13,0,0.578034682,0.590211568,2.106601289,576.2104436,622.6752882,444.9218224,472.1275274
05059,AR,Hot Spring,16,18,12.5,0.482960548,0.538180948,11.433729,11,10,-9.090909091,0.332035377,0.298989416,-9.952542225,576.2104436,622.6752882,444.9218224,472.1275274
05061,AR,Howard,8,10,25,0.578829318,0.744158357,28.56265813,6,6,0,0.434121988,0.446495014,2.850126507,576.2104436,622.6752882,444.9218224,472.1275274
05063,AR,Independence,27,24,-11.11111111,0.732779678,0.647004906,-11.7053971,24,23,-4.166666667,0.651359713,0.620046369,-4.807381248,576.2104436,622.6752882,444.9218224,472.1275274
05065,AR,Izard,4,4,0,0.294833051,0.296515938,0.57079318,6,9,50,0.442249576,0.66716086,50.85618977,576.2104436,622.6752882,444.9218224,472.1275274
05067,AR,Jackson,6,8,33.33333333,0.335495415,0.462187301,37.76262831,10,8,-20,0.559159025,0.462187301,-17.34242302,576.2104436,622.6752882,444.9218224,472.1275274
05069,AR,Jefferson,58,58,0,0.763077571,0.824542947,8.05493162,34,33,-2.941176471,0.447321335,0.469136505,4.876845396,576.2104436,622.6752882,444.9218224,472.1275274
05071,AR,Johnson,14,12,-14.28571429,0.546000546,0.457578646,-16.19447093,10,13,30,0.39000039,0.4957102,27.10505243,576.2104436,622.6752882,444.9218224,472.1275274
05073,AR,Lafayette,2,3,50,0.265498473,0.433025404,63.09901848,3,2,-33.33333333,0.39824771,0.288683603,-27.51154734,576.2104436,622.6752882,444.9218224,472.1275274
05075,AR,Lawrence,6,6,0,0.347302616,0.360598594,3.828355069,12,10,-16.66666667,0.694605233,0.600997656,-13.47637078,576.2104436,622.6752882,444.9218224,472.1275274
05077,AR,Lee,3,3,0,0.291516859,0.320512821,9.946581197,2,1,-50,0.194344573,0.106837607,-45.0267094,576.2104436,622.6752882,444.9218224,472.1275274
05079,AR,Lincoln,1,5,400,0.069754464,0.362056481,419.0441709,8,7,-12.5,0.558035714,0.506879073,-9.167270094,576.2104436,622.6752882,444.9218224,472.1275274
05081,AR,Little River,4,6,50,0.309023486,0.482703138,56.20273532,4,4,0,0.309023486,0.321802092,4.135156879,576.2104436,622.6752882,444.9218224,472.1275274
05083,AR,Logan,9,11,22.22222222,0.404876513,0.506608944,25.12678017,14,13,-7.142857143,0.629807909,0.598719661,-4.936147535,576.2104436,622.6752882,444.9218224,472.1275274
05085,AR,Lonoke,39,35,-10.25641026,0.561490397,0.487757292,-13.13167696,36,39,8.333333333,0.518298828,0.543500982,4.86247567,576.2104436,622.6752882,444.9218224,472.1275274
05087,AR,Madison,3,3,0,0.191619826,0.186277554,-2.787954052,9,11,22.22222222,0.574859479,0.683017696,18.81472283,576.2104436,622.6752882,444.9218224,472.1275274
05089,AR,Marion,6,7,16.66666667,0.359863252,0.427637608,18.83336388,14,11,-21.42857143,0.839680921,0.672001955,-19.96936718,576.2104436,622.6752882,444.9218224,472.1275274
