FIPS,State,County,GROC11,GROC16,PCH_GROC_11_16,GROCPTH11,GROCPTH16,PCH_GROCPTH_11_16,SUPERC11,SUPERC16,PCH_SUPERC_11_16,SUPERCPTH11,SUPERCPTH16,PCH_SUPERCPTH_11_16,CONVS11,CONVS16,PCH_CONVS_11_16,CONVSPTH11,CONVSPTH16,PCH_CONVSPTH_11_16,SPECS11,SPECS16,PCH_SPECS_11_16,SPECSPTH11,SPECSPTH16,PCH_SPECSPTH_11_16,SNAPS12,SNAPS17,PCH_SNAPS_12_17,SNAPSPTH12,SNAPSPTH17,PCH_SNAPSPTH_12_17,WICS11,WICS16,PCH_WICS_11_16,WICSPTH11,WICSPTH16,PCH_WICSPTH_11_16
01029,AL,Cleburne,3,2,-33.33333333,0.20096463,0.134471862,-33.08680159,0,0,0,0,0,0,9,12,33.33333333,0.602893891,0.806831171,33.82639683,0,0,0,0,0,0,16.66666667,12.16666667,-27,1.123696512,0.81655481,-27.33315436,5,4,-20,0.334941059,0.269305855,-19.59604645
01031,AL,Coffee,5,7,40,0.099139469,0.13667337,37.85969502,1,1,0,0.0198279,0.0195248,-1.528789269,25,29,16,0.495697347,0.566218248,14.22660445,0,0,0,0,0,0,37.5,42.66666667,13.77777778,0.731678764,0.822505815,12.4135148,6,7,16.66666603,0.118965007,0.13686578,15.04709053
01033,AL,Colbert,10,8,-20,0.183371841,0.147256429,-19.69517919,1,1,0,0.0183372,0.0184071,0.381026009,49,45,-8.163265306,0.898522023,0.828317411,-7.813343461,4,4,0,0.073348737,0.073628214,0.381026009,55.75,63,13.0044843,1.023950336,1.155963303,12.89251656,9,9,0,0.165031627,0.165541604,0.309017956
01035,AL,Conecuh,5,1,-80,0.379161295,0.079904115,-78.92608869,0,0,0,0,0,0,18,15,-16.66666667,1.364980663,1.198561726,-12.19203622,1,0,-100,0.075832259,0,-100,22.75,15.83333333,-30.4029304,1.752561436,1.26981581,-27.54514713,2,2,0,0.151607037,0.159987196,5.527553082
01037,AL,Coosa,0,1,,0,0.092515496,,0,0,0,0,0,0,11,8,-27.27272727,0.957854406,0.740123971,-22.73105745,0,0,0,0,0,0,5,7,40,0.455954769,0.650920588,42.75990329,1,1,0,0.087054931,0.09237022,6.105672359
01039,AL,Covington,9,6,-33.33333333,0.236736197,0.160487883,-32.20813495,1,1,0,0.026304,0.026748,1.687797571,33,34,3.03030303,0.868032722,0.909431338,4.769245983,4,3,-25,0.105216088,0.080243942,-23.73415182,48.75,54.08333333,10.94017094,1.284415755,1.4580862,13.52135738,10,7,-30,0.263026386,0.187255904,-28.8071785
01041,AL,Crenshaw,6,4,-33.33333333,0.431716794,0.287624937,-33.37647707,0,0,0,0,0,0,11,7,-36.36363636,0.791480789,0.50334364,-36.40481903,0,1,,0,0.071906234,,20.25,19.83333333,-2.057613169,1.437903856,1.429841636,-0.560692542,5,3,-40,0.359738111,0.215486288,-40.09912109
01043,AL,Cullman,13,15,15.38461539,0.161669423,0.182211317,12.70610903,1,2,100,0.0124361,0.0242948,95.35725566,57,53,-7.01754386,0.708858241,0.643813318,-9.176012722,5,4,-20,0.0621805,0.0485897,-21.85709774,77.5,74.08333333,-4.408602151,0.963451019,0.895212777,-7.082689348,11,12,9.090909004,0.136814222,0.145532161,6.372100353
01045,AL,Dale,8,6,-25,0.159658331,0.121881856,-23.66082311,1,1,0,0.0199573,0.0203136,1.785569188,36,29,-19.44444444,0.71846249,0.589095637,-18.00606927,2,1,-50,0.0399146,0.0203136,-49.10721541,36.58333333,51.33333333,40.31890661,0.725226654,1.042809355,43.7908204,8,6,-25,0.159642398,0.121701382,-23.76625252
01047,AL,Dallas,8,8,0,0.184945441,0.199595818,7.921459045,1,1,0,0.0231182,0.0249495,7.921459045,36,36,0,0.832254485,0.898181183,7.921459045,0,0,0,0,0,0,55.58333333,43.66666667,-21.43928036,1.296736967,1.113519487,-14.12911675,11,8,-27.27272797,0.254299968,0.199541062,-21.53319359
01049,AL,DeKalb,14,16,14.28571429,0.196207588,0.224668614,14.50556857,1,1,0,0.0140148,0.0140418,0.192372501,46,50,8.695652174,0.644682074,0.702089418,8.904752718,2,3,50,0.0280297,0.0421254,50.28855875,83.83333333,81.91666667,-2.286282306,1.179422247,1.143815947,-3.018961229,11,11,0,0.154165268,0.154709503,0.353020579
01051,AL,Elmore,7,8,14.28571429,0.087493438,0.098473658,12.54976437,2,2,0,0.0249981,0.0246184,-1.518956179,59,55,-6.779661017,0.737444692,0.677006401,-8.195637116,1,0,-100,0.0124991,0,-100,65.75,66.83333333,1.64765526,0.815463419,0.818263812,0.343411192,11,9,-18.18181801,0.137484536,0.11075151,-19.44438744
01053,AL,Escambia,6,4,-33.33333333,0.15705984,0.106734977,-32.04184011,0,2,,0,0.0533675,,29,30,3.448275862,0.759122559,0.800512328,5.452317069,0,0,0,0,0,0,42.25,42.08333333,-0.394477318,1.112017687,1.123810541,1.060491596,6,6,0,0.157063946,0.160051212,1.901942253
01055,AL,Etowah,17,14,-17.64705882,0.162907028,0.136284874,-16.34193073,2,2,0,0.0191655,0.0194693,1.584798396,71,70,-1.408450704,0.680376411,0.681424372,0.154026587,1,6,500,0.0095828,0.0584078,509.5087904,101,108.5,7.425742574,0.967507089,1.055909688,9.137152633,16,14,-12.5,0.15331839,0.136121884,-11.2162056
01057,AL,Fayette,7,4,-42.85714286,0.410557185,0.241867215,-41.08805694,1,1,0,0.058651,0.0604668,3.095900351,11,8,-27.27272727,0.64516129,0.48373443,-25.02116338,0,0,0,0,0,0,12.66666667,14,10.52631579,0.745843883,0.850133592,13.98278,5,4,-20,0.293306738,0.241618842,-17.62247086
01059,AL,Franklin,6,10,66.66666667,0.188875248,0.316686196,67.66950629,1,1,0,0.0314792,0.0316686,0.601703772,32,20,-37.5,1.007334655,0.633372391,-37.12393514,1,1,0,0.0314792,0.0316686,0.601703772,30.75,33.08333333,7.588075881,0.968168509,1.050431285,8.496741643,7,7,0,0.220326707,0.221141085,0.369623035
01061,AL,Geneva,11,10,-9.090909091,0.411061286,0.377130789,-8.254364432,0,0,0,0,0,0,14,15,7.142857143,0.523168909,0.565696183,8.128784777,1,1,0,0.0373692,0.0377131,0.920199125,23.16666667,31.58333333,36.33093525,0.860223039,1.195387507,38.96250775,6,7,16.66666603,0.224223629,0.264170885,17.81581116
01063,AL,Greene,2,2,0,0.224542495,0.235626767,4.936380773,0,0,0,0,0,0,11,13,18.18181818,1.234983721,1.531573987,24.01572273,0,0,0,0,0,0,15.16666667,14.83333333,-2.197802198,1.708727655,1.780712285,4.212762028,2,2,0,0.224592924,0.235765651,4.974656582
01065,AL,Hale,5,2,-60,0.325563224,0.134707348,-58.6232909,0,0,0,0,0,0,13,12,-7.692307692,0.846464383,0.80824409,-4.515286694,0,0,0,0,0,0,15.08333333,14.25,-5.524861878,0.980201022,0.962057791,-1.850970469,4,2,-50,0.260450572,0.134816319,-48.23727417
01067,AL,Henry,3,2,-33.33333333,0.172651934,0.117013808,-32.22560262,0,0,0,0,0,0,15,12,-20,0.863259669,0.702082846,-18.67072315,1,2,100,0.0575506,0.117013808,103.3231921,17.58333333,12.58333333,-28.43601896,1.017141976,0.733850431,-27.85172098,3,4,33.33333206,0.172641993,0.234150916,35.62802124
01069,AL,Houston,16,17,6.25,0.156146309,0.163190078,4.511005731,3,3,0,0.0292774,0.0287982,-1.636700489,73,71,-2.739726027,0.712417535,0.681558561,-4.331585407,7,6,-14.28571429,0.06831401,0.0575965,-15.68860042,121,136.6666667,12.9476584,1.170190132,1.309745143,11.9258407,22,22,0,0.214696988,0.211053446,-1.697062731
01071,AL,Jackson,11,11,0,0.206720289,0.211339315,2.234432938,1,1,0,0.0187928,0.0192127,2.234432938,39,42,7.692307692,0.732917387,0.80693193,10.09862009,2,2,0,0.0375855,0.0384253,2.234432938,55.08333333,49.25,-10.59001513,1.038935727,0.948775742,-8.678110002,11,11,0,0.206731945,0.211343378,2.230633736
01073,AL,Jefferson,102,107,4.901960784,0.155064922,0.162183382,4.590632291,18,19,5.555555556,0.0273644,0.0287989,5.242287321,458,459,0.218340611,0.696271905,0.695721239,-0.079087813,48,40,-16.66666667,0.072971728,0.0606293,-16.91398369,551.5833333,569.4166667,3.233116785,0.835720927,0.863803486,3.360279516,96,79,-17.70833397,0.145902649,0.119637877,-18.00157356
01075,AL,Lamar,4,4,0,0.279974802,0.286758907,2.423112768,0,0,0,0,0,0,8,9,12.5,0.559949605,0.645207542,15.22600186,0,0,0,0,0,0,12.33333333,13.33333333,8.108108108,0.864950791,0.956068646,10.53445529,4,4,0,0.279974788,0.287211895,2.584913731
01077,AL,Lauderdale,19,19,0,0.205176938,0.205808122,0.307628982,2,3,50,0.0215976,0.032496,50.46144347,55,49,-10.90909091,0.593933242,0.530768314,-10.63502145,3,4,33.33333333,0.0323964,0.043328,33.74350531,80.66666667,93.08333333,15.39256198,0.871676284,1.005893075,15.39754988,17,18,5.882352829,0.183573425,0.194685102,6.052987576
01079,AL,Lawrence,6,3,-50,0.17622698,0.090274434,-48.77377227,1,1,0,0.0293712,0.0300915,2.452455465,21,20,-4.761904762,0.616794431,0.601829562,-2.426232891,1,1,0,0.0293712,0.0300915,2.452455465,27.16666667,27.25,0.306748466,0.802844928,0.824533269,2.701435886,6,4,-33.33333206,0.176216632,0.120362289,-31.69640732
01081,AL,Lee,13,18,38.46153846,0.090204487,0.113219652,25.51443575,3,3,0,0.0208164,0.0188699,-9.350685293,75,79,5.333333333,0.5204105,0.496908474,-4.516055176,3,2,-33.33333333,0.0208164,0.01258,-39.56712353,88.08333333,100.5,14.09649953,0.598160585,0.621890547,3.967155707,14,16,14.28571415,0.097134531,0.100441314,3.40433383
01083,AL,Limestone,13,10,-23.07692308,0.151993453,0.107619458,-29.19467532,1,1,0,0.0116918,0.0107619,-7.953077916,56,59,5.357142857,0.654741027,0.6349548,-3.021992805,2,2,0,0.0233836,0.0215239,-7.953077916,62.08333333,67.83333333,9.261744966,0.708277242,0.718558223,1.451547566,9,8,-11.11111069,0.105211474,0.086168826,-18.09940338
01085,AL,Lowndes,2,2,0,0.179694519,0.195293428,8.680792891,0,0,0,0,0,0,8,9,12.5,0.718778077,0.878820428,22.265892,0,0,0,0,0,0,16.66666667,13.25,-20.5,1.535107918,1.315005955,-14.3378821,4,2,-50,0.359098673,0.195064858,-45.67931366
01087,AL,Macon,5,4,-20,0.234918248,0.209731544,-10.72147651,0,0,0,0,0,0,15,13,-13.33333333,0.704754745,0.681627517,-3.281599553,0,0,0,0,0,0,13,18,38.46153846,0.633065498,0.959744068,51.60264955,4,4,0,0.187961087,0.209819555,11.62925243
01089,AL,Madison,38,46,21.05263158,0.111923044,0.129100339,15.34741581,10,14,40,0.0294534,0.0392914,33.40179393,211,217,2.843601896,0.621467429,0.609016817,-2.003421518,15,23,53.33333333,0.0441801,0.06455017,46.10672669,227.5833333,263.1666667,15.63529843,0.663353542,0.728900657,9.881173545,37,44,18.91891861,0.108975135,0.123311125,13.15528584
01091,AL,Marengo,5,3,-40,0.242142477,0.153806716,-36.48090233,1,1,0,0.0484285,0.0512689,5.865162779,18,21,16.66666667,0.871712916,1.076647014,23.50935658,0,1,,0,0.0512689,,25.58333333,22.83333333,-10.74918567,1.254023496,1.178494624,-6.02292319,6,5,-16.66666603,0.290542841,0.256200045,-11.82021713
01093,AL,Marion,6,3,-50,0.195758564,0.100260678,-48.78350378,2,2,0,0.065252855,0.066840452,2.432992447,18,23,27.77777778,0.587275693,0.768665196,30.88660146,1,2,100,0.0326264,0.066840452,104.8659849,22.83333333,22.66666667,-0.729927007,0.752904453,0.759785026,0.913870668,7,6,-14.28571415,0.228377536,0.200240284,-12.32049847
01095,AL,Marshall,22,22,0,0.234316754,0.231474175,-1.213135107,3,3,0,0.0319523,0.0315647,-1.213135107,59,74,25.42372881,0.62839493,0.778594952,23.90216953,5,4,-20,0.0532538,0.0420862,-20.97050809,89.16666667,100.6666667,12.89719626,0.940814834,1.053571678,11.98501981,15,16,6.666666508,0.159758016,0.168203279,5.286284447
01097,AL,Mobile,59,56,-5.084745763,0.142776939,0.134987899,-5.455390503,8,10,25,0.0193596,0.024105,24.51187411,228,250,9.649122807,0.551748171,0.60262455,9.220942205,30,25,-16.66666667,0.072598443,0.0602625,-16.99208392,463.3333333,484.25,4.514388489,1.119335678,1.169813144,4.509591414,54,55,1.851851821,0.130674034,0.132370964,1.298597217
01099,AL,Monroe,6,5,-16.66666667,0.263157895,0.23178194,-11.92286297,0,1,,0,0.0463564,,16,14,-12.5,0.701754386,0.648989431,-7.519006119,0,0,0,0,0,0,25.58333333,26.66666667,4.234527687,1.131905731,1.250371204,10.46601936,7,5,-28.5714283,0.307071418,0.232072413,-24.42396164
01101,AL,Montgomery,35,34,-2.857142857,0.152730383,0.14996736,-1.80908525,6,6,0,0.0261824,0.0264648,1.078882831,136,149,9.558823529,0.593466631,0.657209901,10.74083487,16,13,-18.75,0.069819604,0.0573405,-17.8734077,195.0833333,213.5833333,9.483126869,0.847639283,0.942365333,11.17527848,28,25,-10.71428585,0.12218111,0.110097237,-9.89013195
01103,AL,Morgan,19,18,-5.263157895,0.158324098,0.151490923,-4.315940965,2,2,0,0.0166657,0.0168323,0.999840093,99,95,-4.04040404,0.824951878,0.799535428,-3.080961527,7,4,-42.85714286,0.0583299,0.0336646,-42.28580566,100.3333333,118,17.60797342,0.833367942,0.993115521,19.16891347,17,17,0,0.141651317,0.142893165,0.876693487
01105,AL,Perry,4,3,-25,0.38197097,0.313479624,-17.93103448,0,0,0,0,0,0,7,8,14.28571429,0.668449198,0.835945664,25.05747126,0,0,0,0,0,0,18.75,11.08333333,-40.88888889,1.841665848,1.186779455,-35.55945795,4,3,-25,0.382592052,0.314861447,-17.70308685
01107,AL,Pickens,4,5,25,0.206675623,0.246123554,19.08688162,0,0,0,0,0,0,10,9,-10,0.516689057,0.443022397,-14.25744524,0,0,0,0,0,0,23.91666667,24.66666667,3.135888502,1.232500215,1.222574676,-0.805317388,6,4,-33.33333206,0.310013443,0.196957007,-36.46823502
01109,AL,Pike,8,7,-12.5,0.242666909,0.210748156,-13.15331928,1,1,0,0.0303334,0.0301069,-0.74665061,19,20,5.263157895,0.57633391,0.602137588,4.477209885,0,0,0,0,0,0,40.16666667,37.58333333,-6.43153527,1.21049565,1.129748199,-6.670610615,6,6,0,0.181724563,0.178992271,-1.503534675
01111,AL,Randolph,4,3,-25,0.175901495,0.133345186,-24.19326162,1,1,0,0.0439754,0.0444484,1.075651169,15,20,33.33333333,0.659630607,0.888967908,34.76753489,2,2,0,0.087950748,0.088896791,1.075651169,18.16666667,20.58333333,13.30275229,0.801176038,0.907954713,13.32774187,5,4,-20,0.219847858,0.177714586,-19.16474152
01113,AL,Russell,8,12,50,0.145897543,0.206267081,41.37803599,1,1,0,0.0182372,0.0171889,-5.747976004,34,35,2.941176471,0.62006456,0.601612321,-2.975857651,2,0,-100,0.0364744,0,-100,52.83333333,62.08333333,17.50788644,0.913755333,1.088322085,19.10432104,12,11,-8.333333015,0.218854293,0.188977465,-13.65147018
01115,AL,St. Clair,12,14,16.66666667,0.142499198,0.160032921,12.30443596,2,3,50,0.0237499,0.0342928,44.39141766,57,53,-7.01754386,0.676871193,0.605838915,-10.49420893,1,1,0,0.0118749,0.0114309,-3.739054891,65.83333333,74.08333333,12.53164557,0.772356293,0.839956613,8.752478752,14,12,-14.28571415,0.166740105,0.137420833,-17.58381462
01117,AL,Shelby,28,26,-7.142857143,0.141496324,0.123180132,-12.94464136,5,5,0,0.0252672,0.0236885,-6.24807531,101,106,4.95049505,0.510397453,0.502195923,-1.60689092,4,9,125,0.0202138,0.0426393,110.9418306,101.4166667,124.75,23.00739523,0.504708679,0.58402191,15.71465558,26,26,0,0.131318435,0.122972146,-6.355763912
01119,AL,Sumter,5,2,-60,0.370617449,0.154655119,-58.27095577,0,0,0,0,0,0,14,20,42.85714286,1.037728856,1.546551191,49.03230083,0,0,0,0,0,0,16.91666667,19.91666667,17.73399015,1.259899208,1.569848401,24.60111025,7,4,-42.8571434,0.518864453,0.308308929,-40.58006287
01121,AL,Talladega,11,8,-27.27272727,0.13448748,0.099519817,-26.00068307,2,2,0,0.0244523,0.02488,1.749060782,70,78,11.42857143,0.855829421,0.970318215,13.37752487,0,0,0,0,0,0,89.25,95.58333333,7.096171802,1.091582887,1.193821687,9.366105026,12,12,0,0.146740526,0.149127603,1.626733065
01123,AL,Tallapoosa,6,6,0,0.144948543,0.147877951,2.020998669,1,1,0,0.0241581,0.0246463,2.020998669,42,35,-16.66666667,1.014639803,0.862621383,-14.98250111,0,0,0,0,0,0,34.41666667,41.75,21.30750605,0.836005312,1.026277623,22.75970132,8,8,0,0.193250716,0.197190046,2.038455963
01125,AL,Tuscaloosa,27,25,-7.407407407,0.137265568,0.121193318,-11.70887246,4,4,0,0.0203356,0.0193909,-4.645582261,108,128,18.51851852,0.549062273,0.620509788,13.01264325,6,4,-33.33333333,0.0305035,0.0193909,-36.43038817,152.1666667,163.3333333,7.338444688,0.766212143,0.785970585,2.578717013,22,22,0,0.111834645,0.106478751,-4.789119244
01127,AL,Walker,10,10,0,0.150202022,0.154892272,3.122628212,2,2,0,0.0300404,0.0309785,3.122628212,53,47,-11.32075472,0.796070715,0.72799368,-8.551631586,1,0,-100,0.0150202,0,-100,62.41666667,72.83333333,16.68891856,0.942550953,1.136990436,20.62906859,10,11,10,0.150202021,0.170415819,13.45773983
01129,AL,Washington,3,3,0,0.172860847,0.180223477,4.259281509,0,0,0,0,0,0,9,10,11.11111111,0.518582541,0.600744924,15.84364612,0,0,0,0,0,0,17.33333333,16.66666667,-3.846153846,1.013112007,1.008206803,-0.484171929,4,3,-25,0.23049441,0.180614084,-21.64057922
01131,AL,Wilcox,9,7,-22.22222222,0.786713287,0.643678161,-18.18135377,0,0,0,0,0,0,7,9,28.57142857,0.611888112,0.827586207,35.25123153,0,0,0,0,0,0,21.08333333,19.08333333,-9.486166008,1.844399732,1.780327767,-3.473865439,6,5,-16.66666603,0.524383843,0.460787028,-12.12791252
01133,AL,Winston,9,6,-33.33333333,0.36954915,0.251182652,-32.02997446,0,0,0,0,0,0,22,24,9.090909091,0.903342367,1.004730607,11.22367815,0,0,0,0,0,0,25.41666667,25,-1.639344262,1.054283502,1.053874041,-0.03883785,8,6,-25,0.328434199,0.25098303,-23.58194351
02013,AK,Aleutians East,4,4,0,1.22624157,1.203369434,-1.865222623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1.581777918,1.483679525,-6.201780415,3,3,0,0.920245409,0.885478139,-3.77804327
02016,AK,Aleutians West,3,4,33.33333333,0.536960802,0.696015312,29.62125167,0,0,0,0,0,0,2,1,-50,0.357973868,0.174003828,-51.39203063,0,1,,0,0.174003828,,5.416666667,3.833333333,-29.23076923,0.976503816,0.66516282,-31.88323389,4,3,-25,0.716717422,0.526500523,-26.54001236
02020,AK,Anchorage,32,33,3.125,0.108001931,0.110970623,2.748740231,9,13,44.44444444,0.0303755,0.0437157,43.9174274,60,51,-15,0.20250362,0.171500054,-15.31012926,27,20,-25.92592593,0.091126629,0.067254923,-26.19619108,116.25,117.4166667,1.003584229,0.389303774,0.398893403,2.463276735,24,24,0,0.081038922,0.080749355,-0.357318193
02050,AK,Bethel,23,23,0,1.320624713,1.27919911,-3.136818687,0,0,0,0,0,0,6,5,-16.66666667,0.344510795,0.278086763,-19.28068224,0,0,0,0,0,0,56.75,51.58333333,-9.104258443,3.197903753,2.85369182,-10.76367395,19,14,-26.31579018,1.091013551,0.776957631,-28.78570366
02060,AK,Bristol Bay,3,2,-33.33333333,2.912621359,2.209944751,-24.1252302,0,0,0,0,0,0,1,0,-100,0.970873786,0,-100,0,0,0,0,0,0,2,2,0,2.018163471,2.306805075,14.30219146,2,2,0,1.941747546,2.214839458,14.06423378
02068,AK,Denali,0,1,,0,0.488997555,,0,0,0,0,0,0,3,3,0,1.604278075,1.466992665,-8.557457213,0,0,0,0,0,0,0,0.083333333,,0,0.040180006,,,,,,,
02070,AK,Dillingham,6,4,-33.33333333,1.212611156,0.803858521,-33.70846731,0,0,0,0,0,0,2,1,-50,0.404203719,0.20096463,-50.28135048,0,0,0,0,0,0,9,8,-11.11111111,1.78784267,1.622060016,-9.272776426,6,3,-50,1.212611198,0.603621721,-50.22132874
02090,AK,Fairbanks North Star,8,7,-12.5,0.081519524,0.069581122,-14.64483808,3,4,33.33333333,0.0305698,0.0397606,30.06500865,22,24,9.090909091,0.224178691,0.238563846,6.416825257,9,6,-33.33333333,0.091709464,0.059641,-34.96749568,24.91666667,25.83333333,3.678929766,0.248490772,0.259102869,4.270620197,8,8,0,0.081546113,0.079457305,-2.561504602
02100,AK,Haines,3,3,0,1.165501166,1.185302252,1.698933228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1.175548589,1.187648456,1.029295329,2,2,0,0.777302742,0.791452289,1.820339203
02105,AK,Hoonah-Angoon,0,4,,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,1,,0,0,0,7,,,3.287928605,,,2,2,0,0.95693779,0.939849615,-1.785714269
02110,AK,Juneau,6,4,-33.33333333,0.186555562,0.123437741,-33.83325619,3,3,0,0.093277781,0.092578306,-0.749884277,5,7,40,0.155462969,0.216016047,38.95016201,1,3,200,0.0310926,0.092578306,197.7503472,13.16666667,12,-8.860759494,0.404431339,0.373901664,-7.548790617,5,5,0,0.15551132,0.154320985,-0.765432715
02122,AK,Kenai Peninsula,19,17,-10.52631579,0.337453822,0.290384845,-13.94827194,2,2,0,0.0355215,0.0341629,-3.824539228,20,18,-10,0.35521455,0.307466307,-13.44208531,11,9,-18.18181818,0.195368002,0.153733153,-21.31098664,34,36.58333333,7.598039216,0.597539543,0.62410791,4.446294273,11,11,0,0.195374936,0.188188598,-3.678229332
02130,AK,Ketchikan Gateway,3,4,33.33333333,0.219876869,0.291396518,32.5271363,0,0,0,0,0,0,5,3,-40,0.366461448,0.218547388,-40.36278867,3,6,100,0.219876869,0.437094777,98.79070445,8,11,37.5,0.580593657,0.793879908,36.73589059,3,3,0,0.219538972,0.21875456,-0.357299685
